Region,Subregion,Stock,Group,Name,EnglishName,ScientificName,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,FMSY,MSY,MSYBtrigger,B40,M,Fofl,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.hi,q.start,q.end,btype,force.cmsy,Comment,,
Mediterranean,Ionian Sea,SQUIMAN_IS,Benthic fish & inv.,Mantis shrimp in Ionian Sea,Mantis shrimp,Squilla mantis,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,2000,0.01,0.4,0.01,0.4,1994,2010,CPUE,F,"Catch=landings from FishStat (Italy), Biomass from Medits for GSAs 19+20. GS OK",,
Mediterranean,Ionian Sea,TRACHMED_IS,Plankton feeders,Mediterranean horse mackerel in Ionian Sea,Mediterranean horse mackerel ,Trachurus mediterraneus,,1970,2014,1995,2014,,,,,,,,,,,,,Medium,0.59,1.33,0.2,0.6,2004,0.01,0.4,0.01,0.2,1994,2010,CPUE,F,"Catch=landings from FishStat (Greece), Biomass from Medits for GSAs 19+20. RF start 1995, int 2004 0.01-0.4, final 0.2. GS OK",,
Mediterranean,Ionian Sea,UMBRCIR_IS,Benthic fish & inv.,Shi drum in Ionian Sea,Shi drum,Umbrina cirrosa,,1970,2014,1995,2013,,,,,,,,,,,,,Medium,0.59,1.2,0.2,0.6,2010,0.2,0.6,0.2,0.6,NA,NA,None,F,"Catch=landings from FishStat. RF start 1995 0.2-0.6, int 2010 0.2-0.6, final 0.2-0.6. GS OK",,
Mediterranean,Lions Gulf,BOOPBOO_LI,Plankton feeders,Bogue in Lions Gulf,Bogue,Boops boops,,1970,2014,1974,2014,,,,,,,,,,,,,Medium,0.31,1.1,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). GS OK",,
Mediterranean,Lions Gulf,CONGCON_LI,Benthic fish & inv.,Conger eel in Lions Gulf,Conger eel,Conger conger,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.16,0.46,0.2,0.6,2005,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). RF in 2005 0.01-0.4, final 0.3. GS OK",,
Mediterranean,Lions Gulf,DICELAB_LI,Large predators,European seabass in Lions Gulf,European seabass,Dicentrarchus labrax,,1970,2014,1974,2014,,,,,,,,,,,,,Low,0.17,0.88,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). RF final0.3. GS OK",,
Mediterranean,Lions Gulf,ENGRENC_LI,Plankton feeders,Anchovy in Lions Gulf,European anchovy,Engraulis encrasicolus,Colloca et al 2013,1970,2014,1970,2014,,,,,,0.62,,,,0.93,,0.13,High,0.26,1.16,0.5,0.9,2005,0.01,0.4,0.01,0.3,2002,2014,CPUE,F,"Catch=landings from FishStat (Spain, France), Biomass from MEDIAS for GSA7. RF 2005 0.01-0.4, final 0.3. GS OK",,
Mediterranean,Lions Gulf,LOLIVUL_LI,Benthic fish & inv.,European squid in Lions Gulf,European squid,Loligo vulgaris,,1970,2014,1980,2014,,,,,,,,,,,,,Medium,NA,NA,0.01,0.4,NA,NA,NA,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). RF start 1980, final 0.3. GS OK",,
Mediterranean,Lions Gulf,MERLMER_LI,Large predators,Hake in Lions Gulf,European hake,Merluccius merluccius,"EASME EMFF 2014, M from Colloca et al 2013",1970,2014,1970,2014,,,1077,,,0.11,,,,0.26,,1.64,Medium,0.22,0.95,0.01,0.4,1995,0.01,0.4,0.01,0.3,1998,2014,CPUE,F,"Catch=landings from FishStat (Spain, France), Biomass from Medits for GSA7 (SGMED 2015, Part 1 GSA 7). RF final 0.3. GS OK",,
Mediterranean,Lions Gulf,MICMPOU_LI,Large predators,Blue whiting in Lions Gulf,Blue whiting,Micromesistius poutassou,,1970,2014,1990,2014,,,,,,,,,,,,,Medium,0.21,1.09,0.01,0.4,NA,NA,NA,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). RF final 0.3. GS OK",,
Mediterranean,Lions Gulf,MULLSPP_LI,Benthic fish & inv.,Red mullet and surmullet in Lions Gulf,Red mullet and surmullet,Mullus spp.,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.22,1.25,0.5,0.9,NA,NA,NA,0.2,0.6,1994,2009,CPUE,F,"Catch=landings from FishStat (Spain, France), Biomass from Medits for Mullus barbatus for GSA7.",,
Mediterranean,Lions Gulf,NEPRNOR_LI,Benthic fish & inv.,Norway lobster in Lions Gulf,Norway lobster,Nephrops norvegicus,,1970,2014,1987,2014,,,,,,,,,,,,,Medium,NA,NA,0.01,0.4,1995,0.01,0.4,0.01,0.4,2000,2006,CPUE,F,"Catch=landings from FishStat (Spain, France), Biomass from Medits for GSA7. RF final 0.3. GS OK final 0.4",,
Mediterranean,Lions Gulf,OCTOVUL_LI,Benthic fish & inv.,Common octopus in Lions Gulf,Common octopus,Octopus vulgaris,,1970,2014,1974,2014,,,,,,,,,,,,,Medium,0.4,1,0.5,0.9,1995,0.3,0.7,0.2,0.6,NA,NA,None,F,Catch=landings from FishStat (France). GS OK,,
Mediterranean,Lions Gulf,PAGEERY_LI,Benthic fish & inv.,Common pandora in Lions Gulf,Common pandora,Pagellus erythrinus,,1970,2014,1973,2014,,,,,,,,,,,,,Medium,0.22,0.97,0.01,0.4,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). GS OK",,
Mediterranean,Lions Gulf,SARDPIL_LI,Plankton feeders,Sardine in Lions Gulf,European pilchard,Sardina pilchardus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.27,1.1,0.2,0.6,1997,0.01,0.4,0.01,0.2,2006,2014,CPUE,F,"Catch=landings from FishStat (Spain, France), Biomass from MEDIAS for GSA7. RF int 1997 0.01-0.4, final 0.2. GS OK",,
Mediterranean,Lions Gulf,SCOMSCO_LI,Plankton feeders,Atlantic mackerel in Lions Gulf,Atlantic mackerel,Scomber scombrus,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.23,1,0.2,0.6,2005,0.1,0.5,0.01,0.4,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). RF 2005 0.1-0.5, final 0.01-0.4. GS OK",,
Mediterranean,Lions Gulf,SEPIOFF_LI,Benthic fish & inv.,Common cuttlefish in Lions Gulf,common cuttlefish,Sepia officinalis,,1970,2014,1973,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,2000,0.01,0.4,0.01,0.4,NA,NA,None,F,Catch=landings from FishStat (France). GS OK,,
Mediterranean,Lions Gulf,SOLEVUL_LI,Benthic fish & inv.,Common sole in Lions Gulf,Common sole,Solea solea,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,0.21,1.02,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). GS OK",,
Mediterranean,Lions Gulf,TRISMIN_LI,Benthic fish & inv.,Poor cod in Lions Gulf,Poor cod,Trisopterus minutus,,1970,2014,1972,2014,,,,,,,,,,,,,Medium,0.37,1.59,0.5,0.9,1997,0.01,0.4,0.01,0.4,NA,NA,None,F,"Catch=landings from FishStat (Spain, France). RF int 1997 0.01-0.4, final 0.01-0.4. GS OK",,
Mediterranean,Sardinia,BELOBEL_SA,Large predators,Garfish in Sardinia,Garfish,Belone belone,,1982,2014,1982,2014,,,,,,,,,,,,,Medium,0.19,1,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Italy)",,
Mediterranean,Sardinia,BOOPBOO_SA,Plankton feeders,Bogue in Sardinia,Bogue,Boops boops,,1970,2014,1980,2014,,,,,,,,,,,,,Medium,0.31,1.1,0.2,0.6,1995,0.01,0.4,0.01,0.4,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Italy, France)",,OK
Mediterranean,Sardinia,CHAMGAL_SA,Plankton feeders,Striped venus in Sardinia,Venus clam,Chamelea gallina,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.5,0.9,NA,NA,NA,0.01,0.4,NA,NA,None,F,Catch=landings from FishStat (Italy),,
Mediterranean,Sardinia,CORYHIP_SA,Large predators,Common dolphinfish in Sardinia,Common dolphinfish,Coryphaena hippurus,,1970,2014,1986,2014,,,,,,,,,,,,,High,0.39,1.54,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Italy, Tunisia)",,
Mediterranean,Sardinia,DENTDEN_SA,Benthic fish & inv.,Common dentex in Sardinia,Common dentex,Dentex dentex,,1970,2014,1970,2014,,,,,,,,,,,,,Low,0.15,0.73,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Italy, France)",,
Mediterranean,Sardinia,ENGRENC_SA,Plankton feeders,Anchovy in Sardinia,European anchovy,Engraulis encrasicolus,excel,1970,2014,1985,2014,,,,,,0.5,,,,,,1.3,High,0.26,1.16,0.2,0.6,2000,0.01,0.4,0.01,0.3,2000,2005,CPUE,F,"Catch=landings from FishStat (Tunisia, Italy, France), Biomass from MEDIAS for GSAs 8-10",,OK
Mediterranean,Sardinia,EPINGUA_SA,Large predators,Dusky grouper in Sardinia,Dusky grouper,Epinephelus marginatus,,1970,2014,1970,2014,,,,,,,,,,,,,Low,0.11,0.57,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,Catch=landings from FishStat (Italy),,
Mediterranean,Sardinia,ILLECOI_SA,Benthic fish & inv.,Shortfin squid in Sardinia,Shortfin squid,Illex coindettii,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Italy, France)",,
Mediterranean,Sardinia,LOLIVUL_SA,Benthic fish & inv.,European squid in Sardinia,European squid,Loligo vulgaris,,1970,2014,1970,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, Italy, France)",,
Mediterranean,Sardinia,MERLMER_SA,Large predators,Hake in Sardinia,European hake,Merluccius merluccius,EASME EMFF 2014,1970,2014,1970,2014,,,73,,,0.17,,,,,,1.19,Medium,0.22,0.95,0.01,0.4,1995,0.01,0.4,0.01,0.4,2006,2014,CPUE,F,"Catch=landings from FishStat  (Tunisia, Italy, France, Spain), Biomass from SGMED SSB for GSAs 9-11, SGMED 2015 Part 1 SSB)",,
Mediterranean,Sardinia,MICMPOU_SA,Large predators,Blue whiting in Sardinia,Blue whiting,Micromesistius poutassou,excel,1970,2014,1970,2014,,,,,,0.53,,,,,,1.12,Medium,0.21,1.09,0.5,0.9,2000,0.01,0.4,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (France, Italy)",,OK
Mediterranean,Sardinia,MULLBAR_SA,Benthic fish & inv.,Red mullet in Sardinia,Red mullet,Mullus barbatus,"EASME EMFF 2014, M from Colloca et al 2013",1970,2014,1994,2014,,,,,,0.32,,,,0.33,,1.02,Medium,0.22,1.25,0.2,0.6,2006,0.2,0.6,0.01,0.4,2000,2004,CPUE,F,"Catch=landings from FishStat (Tunisia, Italy, Spain), Biomass from Medits for GSAs 8-10",,OK
Mediterranean,Sardinia,NEPRNOR_SA,Benthic fish & inv.,Norway lobster in Sardinia,Norway lobster,Nephrops norvegicus,excel,1970,2014,1970,2014,,,,,,0.21,,,,,,0.29,Medium,NA,NA,0.01,0.4,1995,0.01,0.4,0.01,0.2,2000,2006,CPUE,F,"Catch=landings from FishStat (Tunisia, Italy, France, Spain), Biomass from Medits for GSAs 8-10",,
Mediterranean,Sardinia,PAGEERY_SA,Benthic fish & inv.,Common pandora in Sardinia,Common pandora,Pagellus erythrinus,excel,1970,2014,1973,2014,,,,,,0.13,,,,,,0.31,Medium,0.22,0.97,0.2,0.6,NA,NA,NA,0.01,0.3,NA,NA,None,F,"Catch=landings from FishStat (France, Tunisia)",,
Mediterranean,Sardinia,PALIELE_SA,Benthic fish & inv.,Common spiny lobster in Sardinia,Common spiny lobster,Palinurus elephas,,1970,2014,1970,2014,,,,,,,,,,,,,Low,NA,NA,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Italy, France)",,
Mediterranean,Sardinia,PAPELON_SA,Benthic fish & inv.,Pink shrimp in Sardinia,Pink shrimp,Parapeneaus longirostris,excel,1970,2014,1990,2014,,,,,,0.71,,,,,,0.75,High,NA,NA,0.01,0.4,2002,0.01,0.4,0.2,0.6,2000,2006,CPUE,F,"Catch=landings from FishStat (Tunisia, Italy, France, Spain), Biomass from Medits for GSAs 8-10",,OK
Mediterranean,Sardinia,SARDPIL_SA,Plankton feeders,Sardine in Sardinia,European pilchard,Sardina pilchardus,,1970,2014,1974,2014,,,,,,,,,,,,,Medium,0.27,1.1,0.5,0.9,2005,0.01,0.4,0.01,0.4,1998,2005,CPUE,F,"Catch=landings from FishStat (Tunisia, Italy, France), Biomass from Medits for GSAs 8-10",,OK
Mediterranean,Sardinia,SEPIOFF_SA,Benthic fish & inv.,Common cuttlefish in Sardinia,common cuttlefish,Sepia officinalis,,1970,2014,1973,2014,,,,,,,,,,,,,Medium,NA,NA,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,"Catch=landings from FishStat (Tunisia, France)",,
Mediterranean,Sardinia,SPICMAE_SA,Plankton feeders,Blotched picarel in Sardinia,Blotched picarel,Spicara maena,,1970,2014,1989,2014,,,,,,,,,,,,,Medium,0.48,1.29,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,None,F,Catch=landings from FishStat (Tunisia),,
Mediterranean,Sardinia,SARDPIL_SA_EXAMPLE,Plankton feeders,Sardine in Sardinia example dataset,European pilchard,Sardina pilchardus example,,2000,2014,2000,2014,,,,,,,,,,,,,Medium,0.27,1.1,0.5,0.9,NA,NA,NA,0.01,0.4,NA,NA,CPUE,F,"Catch=landings from FishStat (Tunisia, Italy, France), Biomass from Medits for GSAs 8-10",,OK
